Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Experience_Band,Income_Band,Job_Sector,Labour_Group
Chef,36397,21,Bachelor's,0.27,1.02,0.42,Medium,0.94,0.26,0.43,0.87,0.84,0.19,0.8,0.46,0.48,0.13,Expert/Late,Middle,Hospitality & Catering,Manual_Trade_Service
Data Scientist,49715,29,Master's,0.73,1.0,0.47,Medium,0.73,0.77,0.16,0.61,0.14,0.75,0.66,0.96,0.07,0.06,Expert/Late,Middle,Digital & Technology,Digital_Creative
Lawyer,122573,21,High School,0.26,0.75,0.66,Medium,0.25,0.27,0.76,0.45,0.78,0.07,0.49,0.03,0.06,0.91,Expert/Late,High,Legal Services,Private_Professional
Graphic Designer,133864,20,Master's,0.53,0.91,0.44,Medium,0.9,0.02,0.66,0.96,0.56,0.94,0.05,0.42,0.26,0.73,Expert/Late,High,Creative Industries,Digital_Creative
Chef,48745,20,Master's,0.26,1.15,0.38,Medium,0.57,0.46,0.97,0.61,0.35,0.11,0.15,0.23,0.25,0.85,Expert/Late,Middle,Hospitality & Catering,Manual_Trade_Service
Doctor,49446,0,Master's,0.52,0.61,0.27,Low,0.72,0.07,0.71,0.54,0.08,0.46,0.48,0.17,0.95,0.85,Entry/Junior,Middle,Health & Social Care,Public_Sector
Nurse,98673,9,Master's,0.46,0.91,0.21,Low,0.55,0.06,0.51,0.81,0.46,0.05,0.79,0.2,0.26,0.16,Mid-Level,Middle,Health & Social Care,Public_Sector
Customer Support,93870,3,PhD,0.76,1.02,0.75,High,0.88,0.88,0.87,0.24,0.45,0.98,0.77,0.03,0.07,0.46,Early Career,Middle,Customer Service,Manual_Trade_Service
Financial Analyst,72951,11,High School,0.54,1.0,0.34,Medium,0.66,0.82,0.38,0.78,0.96,0.2,0.52,0.29,0.79,0.58,Senior,Middle,Finance & Professional Services,Private_Professional
Construction Worker,37239,22,High School,0.64,0.7,0.92,High,0.52,0.45,0.56,0.17,0.61,0.36,0.9,0.17,0.51,0.6,Expert/Late,Middle,Construction,Manual_Trade_Service
Customer Support,149798,7,PhD,0.89,1.15,0.74,High,0.44,0.62,0.08,0.88,0.8,0.51,0.97,0.42,0.98,0.67,Mid-Level,High,Customer Service,Manual_Trade_Service
Security Guard,149052,1,Bachelor's,0.17,1.38,0.81,High,0.16,0.01,0.56,0.53,0.72,0.89,0.08,0.73,0.19,0.86,Entry/Junior,High,Security & Protective Services,Manual_Trade_Service
Teacher,39587,5,Bachelor's,0.54,1.21,0.13,Low,0.47,0.82,0.46,0.36,0.49,0.83,0.34,0.17,0.71,0.83,Mid-Level,Middle,Education,Public_Sector
Marketing Manager,120301,0,Master's,0.24,0.64,0.44,Medium,0.45,0.75,0.65,0.62,0.35,0.84,0.47,0.98,0.63,0.13,Entry/Junior,High,Marketing & Professional Services,Private_Professional
HR Specialist,117969,1,PhD,0.31,0.5,0.57,Medium,0.17,0.66,0.99,0.07,0.08,0.34,0.87,0.22,0.36,0.07,Entry/Junior,High,Business & Professional Services,Private_Professional
Security Guard,39528,20,High School,0.41,1.26,0.93,High,0.23,0.81,0.06,0.9,0.65,0.87,0.0,0.17,0.39,0.38,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Teacher,95677,3,Master's,0.38,0.63,0.15,Low,0.8,0.48,0.02,0.42,0.03,0.97,0.13,0.71,0.97,0.83,Early Career,Middle,Education,Public_Sector
HR Specialist,51778,8,Bachelor's,0.84,1.48,0.55,Medium,0.56,0.63,0.53,0.64,0.45,0.22,0.12,0.07,0.26,0.05,Mid-Level,Middle,Business & Professional Services,Private_Professional
Lawyer,36816,23,High School,0.28,1.32,0.33,Medium,0.23,0.73,0.6,0.06,0.88,0.88,0.33,0.34,0.99,0.63,Expert/Late,Middle,Legal Services,Private_Professional
Research Scientist,53567,28,Bachelor's,0.84,0.79,0.16,Low,0.27,0.79,0.57,0.66,0.25,0.22,0.49,0.74,0.53,0.03,Expert/Late,Middle,Research & Development,Digital_Creative
Lawyer,121170,16,Bachelor's,0.06,1.46,0.31,Medium,0.69,0.08,0.91,0.46,0.14,0.34,0.16,0.17,0.95,0.45,Senior,High,Legal Services,Private_Professional
AI Engineer,91944,28,Bachelor's,0.64,1.18,0.08,Low,0.23,0.79,0.97,0.26,0.27,0.47,0.98,0.27,0.41,0.89,Expert/Late,Middle,Digital & Technology,Digital_Creative
Security Guard,123905,16,Bachelor's,0.04,1.1,0.93,High,0.24,0.47,0.45,0.47,0.62,0.47,0.45,0.47,0.59,0.54,Senior,High,Security & Protective Services,Manual_Trade_Service
Teacher,73056,13,Master's,0.05,1.33,0.26,Low,0.28,0.46,0.44,0.22,0.4,0.04,0.28,0.82,0.28,0.82,Senior,Middle,Education,Public_Sector
Truck Driver,89156,18,Master's,0.88,1.07,0.71,High,0.68,0.04,0.45,0.93,0.17,0.39,0.73,0.88,0.67,0.26,Senior,Middle,Transport & Logistics,Manual_Trade_Service
Marketing Manager,102124,15,PhD,0.3,1.22,0.68,Medium,0.72,0.86,0.0,0.72,0.83,0.04,0.87,0.26,0.67,0.8,Senior,High,Marketing & Professional Services,Private_Professional
Doctor,54995,17,PhD,0.09,1.1,0.19,Low,0.9,0.4,0.32,0.75,0.41,0.65,0.65,0.89,0.6,0.5,Senior,Middle,Health & Social Care,Public_Sector
Mechanic,100194,21,High School,0.12,0.65,0.37,Medium,0.64,0.74,0.53,0.83,0.99,0.82,0.69,0.53,0.45,0.08,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
Lawyer,97534,25,High School,0.91,1.31,0.39,Medium,0.47,0.82,0.07,0.39,0.85,0.4,0.08,0.54,0.86,0.59,Expert/Late,Middle,Legal Services,Private_Professional
UX Researcher,123547,1,High School,0.38,0.95,0.53,Medium,0.76,0.1,0.89,0.01,0.37,0.03,0.39,0.53,0.51,0.17,Entry/Junior,High,Digital & Creative Industries,Digital_Creative
AI Engineer,111926,3,Bachelor's,0.04,1.26,0.29,Low,0.34,0.52,0.38,0.01,0.39,0.79,0.6,0.1,0.85,0.53,Early Career,High,Digital & Technology,Digital_Creative
HR Specialist,107487,19,Bachelor's,0.58,1.06,0.34,Medium,0.17,0.97,0.23,0.98,0.53,0.14,0.1,0.21,0.93,0.41,Senior,High,Business & Professional Services,Private_Professional
HR Specialist,107362,17,Master's,0.31,0.65,0.5,Medium,0.13,0.84,0.37,0.37,0.47,0.44,0.99,0.55,0.09,0.61,Senior,High,Business & Professional Services,Private_Professional
Financial Analyst,44973,19,Master's,0.03,1.47,0.61,Medium,0.98,0.48,0.53,0.17,0.25,0.84,0.36,0.83,0.71,0.18,Senior,Middle,Finance & Professional Services,Private_Professional
Research Scientist,30340,13,Master's,0.68,0.74,0.26,Low,0.54,0.17,0.58,1.0,0.15,0.82,0.21,0.78,0.73,0.3,Senior,Low,Research & Development,Digital_Creative
Doctor,104965,24,Bachelor's,0.79,0.96,0.23,Low,0.15,0.85,0.71,0.91,0.13,0.59,0.6,0.35,0.46,0.04,Expert/Late,High,Health & Social Care,Public_Sector
Truck Driver,74789,10,Master's,0.55,0.56,0.87,High,0.47,0.03,0.97,0.95,0.51,0.09,0.75,0.49,0.3,0.49,Senior,Middle,Transport & Logistics,Manual_Trade_Service
Security Guard,88954,0,High School,0.56,0.94,0.85,High,0.92,0.36,0.73,0.89,0.46,0.44,0.6,0.59,0.81,0.48,Entry/Junior,Middle,Security & Protective Services,Manual_Trade_Service
Teacher,78456,7,PhD,0.85,0.94,0.26,Low,0.89,0.06,0.88,0.45,0.51,0.63,0.93,0.02,0.48,0.69,Mid-Level,Middle,Education,Public_Sector
Financial Analyst,116698,2,High School,0.69,0.63,0.42,Medium,0.36,0.8,0.28,0.21,0.96,0.01,1.0,0.68,0.83,0.29,Early Career,High,Finance & Professional Services,Private_Professional
Chef,40886,2,High School,0.74,1.33,0.6,Medium,0.14,0.75,0.77,0.66,0.77,0.85,0.61,0.09,0.49,0.08,Early Career,Middle,Hospitality & Catering,Manual_Trade_Service
AI Engineer,78511,3,High School,0.41,0.57,0.14,Low,0.11,0.81,0.95,0.07,0.96,0.52,0.3,0.08,0.5,0.79,Early Career,Middle,Digital & Technology,Digital_Creative
AI Engineer,136127,5,Master's,0.05,0.57,0.15,Low,0.3,0.23,0.28,0.8,0.93,0.41,0.91,0.32,0.48,0.23,Mid-Level,High,Digital & Technology,Digital_Creative
Truck Driver,45592,29,Bachelor's,0.98,1.1,0.79,High,0.65,0.12,0.89,0.5,0.45,0.59,0.62,0.07,0.68,0.24,Expert/Late,Middle,Transport & Logistics,Manual_Trade_Service
Security Guard,134859,13,Master's,0.82,1.3,0.84,High,0.52,0.14,0.78,0.27,0.5,0.28,0.13,0.63,0.05,0.75,Senior,High,Security & Protective Services,Manual_Trade_Service
Nurse,119678,24,High School,0.0,1.01,0.06,Low,0.28,0.71,0.06,0.84,0.0,0.25,0.74,0.32,0.1,0.36,Expert/Late,High,Health & Social Care,Public_Sector
UX Researcher,62402,8,Master's,0.84,0.81,0.62,Medium,0.89,0.43,0.91,0.38,0.96,0.09,0.69,0.49,0.39,0.63,Mid-Level,Middle,Digital & Creative Industries,Digital_Creative
Mechanic,53478,9,Bachelor's,0.14,0.75,0.65,Medium,0.18,0.28,0.13,0.68,0.94,0.27,0.48,0.63,1.0,0.1,Mid-Level,Middle,Transport & Automotive Services,Manual_Trade_Service
Lawyer,52005,15,Bachelor's,0.39,1.37,0.49,Medium,0.11,0.63,0.77,0.0,0.86,0.19,0.55,0.42,0.72,0.37,Senior,Middle,Legal Services,Private_Professional
Security Guard,82389,10,Bachelor's,0.73,1.15,0.9,High,0.75,0.04,0.39,0.93,0.13,0.74,0.97,0.05,0.68,0.47,Senior,Middle,Security & Protective Services,Manual_Trade_Service
Chef,84336,3,High School,0.09,0.54,0.57,Medium,0.82,0.78,0.54,0.1,0.69,0.24,0.91,0.84,0.71,0.95,Early Career,Middle,Hospitality & Catering,Manual_Trade_Service
Financial Analyst,112594,24,High School,0.74,0.83,0.66,Medium,0.27,0.72,0.88,0.04,0.4,0.76,0.45,0.27,0.22,0.13,Expert/Late,High,Finance & Professional Services,Private_Professional
Security Guard,85243,26,Bachelor's,0.58,0.58,0.8,High,0.37,0.18,0.44,0.33,0.34,0.74,0.22,0.64,0.57,0.57,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
UX Researcher,85668,3,Master's,0.55,1.38,0.57,Medium,0.55,0.83,0.61,0.29,0.21,0.15,0.9,0.71,0.94,0.6,Early Career,Middle,Digital & Creative Industries,Digital_Creative
Software Engineer,82428,14,Bachelor's,0.06,1.17,0.53,Medium,0.99,0.24,0.53,0.65,0.64,0.56,0.78,0.2,0.73,0.62,Senior,Middle,Digital & Technology,Digital_Creative
Data Scientist,107240,25,Bachelor's,0.85,0.82,0.41,Medium,0.98,0.53,0.91,0.16,0.64,0.81,0.95,0.34,0.72,0.54,Expert/Late,High,Digital & Technology,Digital_Creative
UX Researcher,120270,8,Master's,0.69,1.19,0.67,Medium,0.5,0.23,0.04,0.42,0.3,0.76,0.35,0.95,0.96,0.62,Mid-Level,High,Digital & Creative Industries,Digital_Creative
AI Engineer,74605,21,Master's,0.76,1.05,0.1,Low,0.46,0.56,0.86,0.48,0.9,0.67,0.14,0.99,0.53,0.39,Expert/Late,Middle,Digital & Technology,Digital_Creative
UX Researcher,140059,5,Bachelor's,0.11,1.14,0.5,Medium,0.41,0.95,0.52,0.22,0.46,0.92,0.18,0.21,0.01,0.01,Mid-Level,High,Digital & Creative Industries,Digital_Creative
Mechanic,96155,18,Bachelor's,0.73,0.86,0.58,Medium,0.4,0.95,0.97,0.39,0.85,0.77,0.31,0.23,0.46,0.78,Senior,Middle,Transport & Automotive Services,Manual_Trade_Service
Construction Worker,131971,23,Master's,0.76,1.36,0.85,High,0.84,0.78,0.38,0.55,0.8,0.05,0.81,0.18,0.51,0.81,Expert/Late,High,Construction,Manual_Trade_Service
Teacher,57413,4,High School,0.25,0.9,0.27,Low,0.0,0.9,0.15,0.99,0.95,0.49,0.51,0.48,0.64,0.09,Early Career,Middle,Education,Public_Sector
Software Engineer,138125,2,Bachelor's,0.06,0.94,0.41,Medium,0.62,0.99,0.39,0.57,0.42,0.85,0.9,0.88,0.97,0.03,Early Career,High,Digital & Technology,Digital_Creative
HR Specialist,42602,10,PhD,0.75,0.73,0.68,Medium,0.15,0.68,0.22,0.43,0.72,0.56,0.43,0.33,0.84,0.14,Senior,Middle,Business & Professional Services,Private_Professional
Research Scientist,110070,14,Master's,0.9,1.35,0.15,Low,0.76,0.82,0.89,0.54,0.2,0.26,0.3,0.59,0.03,0.64,Senior,High,Research & Development,Digital_Creative
UX Researcher,50954,3,Master's,0.3,1.38,0.48,Medium,0.1,0.83,0.05,0.73,0.77,0.35,0.82,0.52,0.46,0.05,Early Career,Middle,Digital & Creative Industries,Digital_Creative
Customer Support,118691,22,PhD,0.93,0.89,0.84,High,0.53,0.59,0.06,0.36,0.72,0.2,0.2,0.01,0.44,0.88,Expert/Late,High,Customer Service,Manual_Trade_Service
Lawyer,120453,14,Bachelor's,0.19,0.81,0.59,Medium,0.64,0.42,0.76,0.61,0.9,0.82,0.25,0.27,0.13,0.34,Senior,High,Legal Services,Private_Professional
Software Engineer,37214,21,PhD,0.41,0.72,0.6,Medium,0.54,0.15,0.38,0.41,0.75,0.02,0.27,0.52,0.27,0.63,Expert/Late,Middle,Digital & Technology,Digital_Creative
Research Scientist,139269,24,High School,0.36,1.45,0.21,Low,0.13,0.56,0.78,0.71,0.17,0.97,0.45,0.16,0.18,0.1,Expert/Late,High,Research & Development,Digital_Creative
Construction Worker,119285,0,PhD,0.12,0.63,0.91,High,0.34,0.03,0.05,0.14,0.21,0.67,0.16,0.12,0.76,0.67,Entry/Junior,High,Construction,Manual_Trade_Service
Research Scientist,122268,22,Bachelor's,0.55,0.81,0.17,Low,0.51,0.39,0.91,0.02,0.78,0.12,0.8,0.62,0.84,0.1,Expert/Late,High,Research & Development,Digital_Creative
Customer Support,118791,26,Bachelor's,0.5,1.21,0.83,High,0.54,0.43,0.31,0.48,0.12,0.96,0.71,0.95,0.23,0.88,Expert/Late,High,Customer Service,Manual_Trade_Service
Customer Support,86408,19,High School,0.68,1.13,0.78,High,0.82,0.5,0.07,0.31,0.94,0.85,0.98,0.63,0.25,0.16,Senior,Middle,Customer Service,Manual_Trade_Service
Financial Analyst,136464,16,PhD,0.02,0.89,0.38,Medium,0.41,0.93,0.43,0.88,0.61,0.25,0.36,0.08,0.33,0.68,Senior,High,Finance & Professional Services,Private_Professional
Graphic Designer,56049,29,Bachelor's,0.37,1.44,0.56,Medium,0.67,0.63,0.2,0.42,0.75,0.1,0.28,0.28,0.43,0.98,Expert/Late,Middle,Creative Industries,Digital_Creative
Graphic Designer,84845,28,PhD,0.98,0.6,0.52,Medium,0.98,0.56,0.19,0.58,0.2,0.52,0.07,0.61,0.52,0.74,Expert/Late,Middle,Creative Industries,Digital_Creative
Graphic Designer,133937,27,Master's,0.55,1.19,0.36,Medium,0.6,0.17,0.93,0.07,0.43,0.7,0.46,0.09,0.55,0.64,Expert/Late,High,Creative Industries,Digital_Creative
AI Engineer,143557,2,High School,0.37,1.06,0.16,Low,0.67,0.58,0.53,0.25,0.0,0.17,0.12,0.45,0.61,0.21,Early Career,High,Digital & Technology,Digital_Creative
Data Scientist,32994,15,PhD,0.01,1.27,0.55,Medium,0.37,0.05,0.63,0.39,0.94,0.54,0.94,0.22,0.73,0.62,Senior,Middle,Digital & Technology,Digital_Creative
Truck Driver,54351,5,PhD,0.98,0.6,0.7,Medium,0.43,0.09,0.75,0.91,0.43,0.26,0.43,0.72,0.01,0.59,Mid-Level,Middle,Transport & Logistics,Manual_Trade_Service
Teacher,74816,10,Master's,0.64,0.74,0.23,Low,0.09,0.2,0.88,0.74,0.01,0.25,0.21,0.27,0.25,0.06,Senior,Middle,Education,Public_Sector
Financial Analyst,103788,17,Bachelor's,0.73,1.11,0.57,Medium,0.08,0.95,0.84,0.81,0.82,0.93,0.54,0.2,0.62,0.74,Senior,High,Finance & Professional Services,Private_Professional
Teacher,40103,26,Bachelor's,0.52,0.57,0.14,Low,0.92,0.58,0.54,0.27,0.37,0.9,0.67,0.79,0.45,0.63,Expert/Late,Middle,Education,Public_Sector
Marketing Manager,34458,26,High School,0.71,0.93,0.48,Medium,0.65,0.94,0.06,0.82,0.29,0.44,0.02,0.3,0.5,0.06,Expert/Late,Middle,Marketing & Professional Services,Private_Professional
Construction Worker,59493,23,Bachelor's,0.93,0.61,0.89,High,0.41,0.66,0.26,0.16,0.16,0.07,0.19,0.66,0.88,0.81,Expert/Late,Middle,Construction,Manual_Trade_Service
Data Scientist,93059,18,High School,0.11,0.79,0.42,Medium,0.25,0.52,0.54,0.36,0.35,0.83,0.79,0.31,0.91,0.95,Senior,Middle,Digital & Technology,Digital_Creative
Graphic Designer,121683,13,PhD,0.35,1.01,0.68,Medium,0.88,0.1,0.39,0.55,0.5,0.19,0.86,0.68,0.84,0.86,Senior,High,Creative Industries,Digital_Creative
Lawyer,46322,29,PhD,0.44,1.11,0.36,Medium,0.67,0.18,0.69,0.23,0.12,0.17,0.0,0.72,0.73,0.51,Expert/Late,Middle,Legal Services,Private_Professional
Software Engineer,100293,21,Bachelor's,0.08,0.52,0.37,Medium,0.89,0.24,0.35,0.11,0.22,0.52,0.61,0.25,0.06,0.39,Expert/Late,High,Digital & Technology,Digital_Creative
Truck Driver,79298,21,Bachelor's,0.22,1.46,0.85,High,0.56,0.42,0.43,0.54,0.7,0.7,0.17,0.5,0.41,0.87,Expert/Late,Middle,Transport & Logistics,Manual_Trade_Service
Construction Worker,73937,28,PhD,0.53,0.62,0.85,High,0.12,0.34,0.14,0.69,0.21,0.39,0.9,0.2,0.51,0.42,Expert/Late,Middle,Construction,Manual_Trade_Service
Lawyer,146464,29,High School,0.79,0.57,0.49,Medium,0.56,0.63,0.69,0.25,0.01,0.72,0.54,0.84,0.82,0.84,Expert/Late,High,Legal Services,Private_Professional
Retail Worker,106274,11,High School,0.33,1.29,0.81,High,0.18,0.85,0.88,0.47,0.08,0.39,0.8,0.9,0.2,0.07,Senior,High,Retail & Consumer Services,Manual_Trade_Service
Chef,32581,5,PhD,0.39,1.04,0.69,Medium,0.07,0.65,0.07,0.38,0.8,0.43,1.0,0.56,0.32,0.22,Mid-Level,Middle,Hospitality & Catering,Manual_Trade_Service
Truck Driver,142309,13,Master's,0.37,0.57,0.79,High,0.46,0.72,0.66,0.71,0.01,0.22,0.66,0.48,0.01,0.8,Senior,High,Transport & Logistics,Manual_Trade_Service
Marketing Manager,85612,23,High School,0.55,0.57,0.61,Medium,0.58,0.78,0.75,0.8,0.52,0.14,0.67,0.62,0.74,0.17,Expert/Late,Middle,Marketing & Professional Services,Private_Professional
Truck Driver,65710,27,Bachelor's,0.39,0.66,0.76,High,0.61,0.43,0.77,0.85,0.54,0.76,0.31,0.41,0.71,0.39,Expert/Late,Middle,Transport & Logistics,Manual_Trade_Service
Security Guard,46999,26,Master's,0.19,1.1,0.92,High,0.87,0.72,0.75,0.56,0.58,0.13,0.44,0.45,0.96,0.43,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Customer Support,142701,5,PhD,0.53,1.14,0.89,High,0.23,0.53,0.83,0.46,0.28,0.65,0.82,0.06,0.78,0.82,Mid-Level,High,Customer Service,Manual_Trade_Service
Teacher,54031,22,PhD,0.98,1.29,0.24,Low,0.75,0.15,0.22,0.46,0.26,0.42,0.89,0.82,0.63,0.86,Expert/Late,Middle,Education,Public_Sector
Software Engineer,115679,5,PhD,0.43,0.7,0.51,Medium,0.74,0.44,0.67,0.09,0.75,0.81,0.71,0.97,0.83,0.9,Mid-Level,High,Digital & Technology,Digital_Creative
Mechanic,63724,26,PhD,0.81,1.36,0.7,Medium,0.24,0.04,0.41,0.13,0.02,0.36,0.78,0.57,0.31,0.65,Expert/Late,Middle,Transport & Automotive Services,Manual_Trade_Service
UX Researcher,131154,21,Master's,0.01,1.26,0.55,Medium,0.76,0.04,0.84,0.62,0.56,0.62,0.86,0.59,0.58,0.99,Expert/Late,High,Digital & Creative Industries,Digital_Creative
Mechanic,100014,18,Bachelor's,0.44,1.21,0.46,Medium,0.23,0.6,0.93,0.93,0.34,0.53,0.21,1.0,0.98,0.65,Senior,High,Transport & Automotive Services,Manual_Trade_Service
Nurse,35232,9,High School,0.72,1.09,0.06,Low,0.45,0.67,0.68,0.37,0.94,0.17,0.5,0.69,0.7,0.65,Mid-Level,Middle,Health & Social Care,Public_Sector
Graphic Designer,114425,21,PhD,0.16,1.14,0.54,Medium,0.18,0.71,0.46,0.67,0.84,0.17,0.02,0.78,0.61,0.7,Expert/Late,High,Creative Industries,Digital_Creative
Research Scientist,116795,7,High School,0.8,1.46,0.18,Low,0.49,0.4,0.15,0.57,0.28,0.92,0.58,0.59,0.35,0.05,Mid-Level,High,Research & Development,Digital_Creative
Customer Support,53559,28,Bachelor's,0.42,0.58,0.85,High,0.88,0.88,0.66,0.21,0.86,0.89,0.2,0.74,0.29,0.8,Expert/Late,Middle,Customer Service,Manual_Trade_Service
Construction Worker,94418,18,Master's,0.03,1.4,0.86,High,0.97,0.47,0.85,0.06,0.34,0.07,0.98,0.82,0.85,0.94,Senior,Middle,Construction,Manual_Trade_Service
Data Scientist,117954,13,PhD,0.39,0.57,0.38,Medium,0.23,0.47,0.27,0.1,0.17,0.15,0.97,0.76,0.97,0.44,Senior,High,Digital & Technology,Digital_Creative
Mechanic,105831,22,Master's,0.8,0.83,0.42,Medium,0.23,0.13,0.26,0.36,0.67,0.06,0.21,0.81,0.15,0.34,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
HR Specialist,48814,23,Bachelor's,0.15,0.58,0.49,Medium,0.3,0.56,0.8,0.14,0.58,0.51,0.14,0.62,0.27,0.49,Expert/Late,Middle,Business & Professional Services,Private_Professional
Research Scientist,147904,0,High School,0.46,0.81,0.26,Low,0.06,0.42,0.46,0.73,0.57,0.67,0.78,0.86,0.31,0.54,Entry/Junior,High,Research & Development,Digital_Creative
Chef,116694,12,High School,0.99,1.39,0.45,Medium,0.2,0.49,0.74,0.49,0.48,0.84,0.36,0.86,0.41,0.33,Senior,High,Hospitality & Catering,Manual_Trade_Service
Security Guard,74739,26,High School,0.76,0.63,0.75,High,0.95,0.18,0.57,0.58,0.49,0.64,0.23,0.55,0.37,0.66,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
AI Engineer,110357,5,High School,0.85,0.67,0.26,Low,0.49,0.41,0.9,0.6,0.58,0.56,0.37,0.79,0.25,0.94,Mid-Level,High,Digital & Technology,Digital_Creative
Lawyer,44079,26,High School,0.34,1.23,0.53,Medium,0.34,0.99,0.03,0.25,0.52,0.52,0.59,0.75,0.62,0.6,Expert/Late,Middle,Legal Services,Private_Professional
UX Researcher,103648,19,Bachelor's,0.38,0.73,0.41,Medium,0.55,0.2,0.29,0.24,0.95,0.94,0.61,0.92,0.79,0.59,Senior,High,Digital & Creative Industries,Digital_Creative
UX Researcher,143892,16,Master's,0.77,1.2,0.55,Medium,0.76,0.51,0.7,0.94,0.38,0.71,0.48,0.67,0.76,0.05,Senior,High,Digital & Creative Industries,Digital_Creative
Data Scientist,135296,7,High School,0.23,1.17,0.49,Medium,0.77,0.12,0.63,0.28,0.85,0.93,1.0,0.8,0.75,0.22,Mid-Level,High,Digital & Technology,Digital_Creative
Retail Worker,66639,14,Master's,0.47,1.27,0.93,High,0.19,0.92,0.7,0.61,0.2,0.06,0.57,0.65,0.21,0.56,Senior,Middle,Retail & Consumer Services,Manual_Trade_Service
Graphic Designer,105476,20,Bachelor's,0.84,1.43,0.45,Medium,0.32,0.75,0.43,0.09,0.28,0.42,0.29,0.33,0.29,0.04,Expert/Late,High,Creative Industries,Digital_Creative
UX Researcher,71830,27,Master's,0.6,1.15,0.38,Medium,0.3,0.62,0.6,0.51,0.35,0.91,0.34,0.46,0.68,0.54,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Software Engineer,129555,22,High School,0.44,1.29,0.41,Medium,0.14,0.31,0.85,0.09,0.99,0.54,0.98,0.94,0.45,0.2,Expert/Late,High,Digital & Technology,Digital_Creative
HR Specialist,91576,14,PhD,0.16,1.1,0.36,Medium,0.97,0.45,0.5,0.25,0.47,0.66,0.75,0.75,0.58,0.9,Senior,Middle,Business & Professional Services,Private_Professional
Data Scientist,137524,2,PhD,0.76,0.56,0.3,Low,0.21,0.66,0.41,0.4,0.88,0.9,0.91,0.31,0.69,0.27,Early Career,High,Digital & Technology,Digital_Creative
Retail Worker,148360,1,High School,0.18,0.84,0.81,High,0.83,0.12,0.73,0.53,0.29,0.49,0.3,0.6,0.43,0.16,Entry/Junior,High,Retail & Consumer Services,Manual_Trade_Service
Research Scientist,55464,25,PhD,0.55,1.4,0.14,Low,0.73,0.66,0.93,0.82,0.57,0.66,0.9,0.4,0.33,0.01,Expert/Late,Middle,Research & Development,Digital_Creative
Data Scientist,85798,10,High School,0.8,0.6,0.53,Medium,0.46,0.12,0.98,0.21,0.07,0.59,0.74,0.03,0.66,0.53,Senior,Middle,Digital & Technology,Digital_Creative
Research Scientist,133243,6,Master's,0.17,1.07,0.12,Low,0.94,0.82,0.98,0.26,0.97,0.43,0.35,0.05,0.05,0.69,Mid-Level,High,Research & Development,Digital_Creative
AI Engineer,84710,21,Bachelor's,0.23,1.11,0.11,Low,0.58,0.36,0.82,0.82,0.48,0.35,0.36,0.81,0.33,0.21,Expert/Late,Middle,Digital & Technology,Digital_Creative
UX Researcher,38848,5,PhD,0.47,0.98,0.64,Medium,0.22,0.38,0.81,0.82,0.38,0.46,0.3,0.93,0.12,0.93,Mid-Level,Middle,Digital & Creative Industries,Digital_Creative
Teacher,95942,24,Master's,0.6,1.44,0.13,Low,0.25,0.65,0.62,0.33,0.93,0.84,0.22,0.24,0.51,0.77,Expert/Late,Middle,Education,Public_Sector
Graphic Designer,45086,11,High School,0.69,1.15,0.39,Medium,0.68,0.94,0.05,0.32,0.44,0.9,0.96,0.44,0.75,0.53,Senior,Middle,Creative Industries,Digital_Creative
Doctor,39343,13,PhD,0.28,0.72,0.12,Low,0.56,0.03,0.91,0.16,0.22,0.52,0.71,0.1,0.32,0.97,Senior,Middle,Health & Social Care,Public_Sector
Marketing Manager,89550,8,Bachelor's,0.31,1.34,0.32,Medium,0.46,0.38,0.32,0.29,0.09,0.31,0.04,0.78,0.4,0.44,Mid-Level,Middle,Marketing & Professional Services,Private_Professional
Graphic Designer,70317,12,High School,0.66,0.51,0.68,Medium,0.24,0.11,0.77,0.5,0.43,0.25,0.55,0.27,0.9,0.22,Senior,Middle,Creative Industries,Digital_Creative
Financial Analyst,102055,26,Bachelor's,0.56,1.33,0.59,Medium,0.7,0.32,0.23,0.21,0.86,0.82,0.44,0.13,0.38,0.62,Expert/Late,High,Finance & Professional Services,Private_Professional
